상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,상권_구분_코드_명,자치구_코드_명,행정동_코드,행정동_코드_명,유형,유효수요,공급밀도,동일유형_중앙_공급밀도,공급갭,행정동_폐업률,전체_점포_수,당월_매출_금액,당월_매출_건수,갭점수,안정성점수,종합점수
3000025,목상권25,CS100003,양식음식점,발달상권,목구0,11000025,목25동,발달상권형,0.37718443264846935,4.5708379920348525,56.67025820687898,0.2743684989868058,2.821759428370563,108,602953572,6454,0.2673,0.6472,0.4193
3000026,목상권26,CS100004,분식전문점,전통시장,목구1,11000026,목26동,전통시장형,0.61197676362727,22.329449867264426,23.355562511278123,0.6190223040964373,0.23179554467527286,67,632943452,21935,0.6158,0.971,0.7579
3000027,목상권27,CS100005,패스트푸드점,관광특구,목구2,11000027,목27동,관광특구형,0.20209311814779715,40.425985790611115,47.80999957058552,0.04937921094817485,1.1592121721510615,36,125971669,39667,0.0398,0.8551,0.3659
3000028,목상권28,CS100006,제과점,골목상권,목구3,11000028,목28동,유입 집중형,0.0978524431071008,41.320829938824566,40.93958040210868,0.1741761323595737,5.878412079896601,97,226736067,35848,0.166,0.2651,0.2056
3000029,목상권29,CS100007,커피-음료,발달상권,목구4,11000029,목29동,청년 밀집형,0.3930335031415984,11.215956831431141,38.39726144225045,0.7675776883421767,6.281954974202241,45,805805148,36174,0.766,0.2147,0.5455
3000030,목상권30,CS100008,치킨전문점,전통시장,목구5,11000030,목30동,가족 주거형,0.5880442994790672,34.34282714800623,32.45588717124718,0.7389400695391859,3.286768784082275,10,12623048,44354,0.737,0.5891,0.6778
3000031,목상권31,CS100009,호프-간이주점,관광특구,목구6,11000031,목31동,일반 주거·생활형,0.21180437776495442,9.061797622853769,41.058094351142834,0.7573954820776363,0.41879592784838326,67,962504197,24037,0.7557,0.9476,0.8325
3000032,목상권32,CS100010,반찬가게,골목상권,목구7,11000032,목32동,발달상권형,0.2890044820658767,41.297987806567164,32.12257128330045,0.5826323783113126,7.965068896594682,123,726678914,13424,0.579,0.0043,0.3491
3000033,목상권33,CS100000,한식음식점,발달상권,목구8,11000033,목33동,전통시장형,0.35466728238352196,42.90781969044975,39.68796909495035,0.5561389697480676,3.612749816362723,43,749678015,3565,0.5522,0.5484,0.5507
3000034,목상권34,CS100001,중식음식점,전통시장,목구9,11000034,목34동,관광특구형,0.5133200558664243,14.99423606041264,25.98861284956978,0.8428055765343236,3.447045766847319,18,743529199,14077,0.8421,0.5691,0.7329
3000035,목상권35,CS100002,일식음식점,관광특구,목구10,11000035,목35동,유입 집중형,0.6669374071813657,3.8847805408468457,34.80792552209873,0.8202645982097937,5.596155959306595,36,404767090,4247,0.8193,0.3004,0.6117
3000036,목상권36,CS100003,양식음식점,골목상권,목구11,11000036,목36동,청년 밀집형,0.2982039700396595,42.273243016601086,57.52311939291011,0.6692960804640995,3.5530274425025024,34,625823611,29697,0.6666,0.5558,0.6223
3000037,목상권37,CS100004,분식전문점,발달상권,목구12,11000037,목37동,가족 주거형,0.10302841706548663,46.836557934977016,46.456489275459425,0.0672077829247176,2.1143159861779353,7,200067177,17287,0.0578,0.7357,0.329
3000038,목상권38,CS100005,패스트푸드점,전통시장,목구13,11000038,목38동,일반 주거·생활형,0.6610232259659379,48.81017355436967,33.31852088481867,0.5453860424511829,5.525481147266024,190,14937632,33675,0.5413,0.3092,0.4485
3000039,목상권39,CS100006,제과점,관광특구,목구14,11000039,목39동,발달상권형,0.2545094884248525,15.903487249627487,28.682216009347417,0.38960025800922976,2.456164243225646,24,305593414,5734,0.3838,0.6929,0.5074
3000040,목상권40,CS100007,커피-음료,골목상권,목구15,11000040,목40동,전통시장형,0.35991931758903034,5.285618468466855,20.31366615324815,0.10000034907478725,2.212088203870765,160,886395355,10325,0.091,0.7235,0.344
3000041,목상권41,CS100008,치킨전문점,발달상권,목구16,11000041,목41동,관광특구형,0.7233882761389289,16.532430275568075,40.59692486217204,0.13473273606431613,5.030431984733455,15,835734501,43257,0.1261,0.3711,0.2241
3000042,목상권42,CS100009,호프-간이주점,전통시장,목구17,11000042,목42동,유입 집중형,0.5854942128092072,33.25366429694487,42.54087464911482,0.8117345792213486,2.060331883124169,100,334737077,19298,0.8106,0.7424,0.7833
3000043,목상권43,CS100010,반찬가게,관광특구,목구18,11000043,목43동,청년 밀집형,0.6076554489640126,27.650737493596328,43.036443458574055,0.3591706872861919,3.1674420060872084,115,333822595,1657,0.353,0.604,0.4534
3000044,목상권44,CS100000,한식음식점,골목상권,목구19,11000044,목44동,가족 주거형,0.7734871825306809,1.4771442211042025,32.751753752819866,0.6297643561010616,1.3659158457105942,181,156730632,12208,0.6266,0.8292,0.7076
3000045,목상권45,CS100001,중식음식점,발달상권,목구20,11000045,목45동,일반 주거·생활형,0.842487729915998,16.157828688030385,36.92222248789639,0.5653029509128308,2.212814628848651,150,645868265,5154,0.5615,0.7234,0.6263
3000046,목상권46,CS100002,일식음식점,전통시장,목구21,11000046,목46동,발달상권형,0.7705146401281328,25.41616532554396,21.697847919946497,0.5022444901982251,1.6067279735985167,97,115612067,37346,0.4977,0.7991,0.6183
3000047,목상권47,CS100003,양식음식점,관광특구,목구22,11000047,목47동,전통시장형,0.6835257494695063,40.055707127780124,38.131815056165344,0.833821852018605,7.0697197007379575,134,294566915,44285,0.833,0.1162,0.5463
3000048,목상권48,CS100004,분식전문점,골목상권,목구23,11000048,목48동,관광특구형,0.17415040504278725,44.55644973392878,21.130897947076924,0.18829411747642627,1.2352292048844769,93,700577744,34965,0.1803,0.8456,0.4464
3000049,목상권49,CS100005,패스트푸드점,발달상권,목구24,11000049,목49동,유입 집중형,0.2561255525833479,29.507808865460564,45.30275156741611,0.6146405498694308,1.8882401304970893,66,841001982,29582,0.6114,0.7639,0.6724
3000050,목상권50,CS100006,제과점,전통시장,목구0,11000050,목50동,청년 밀집형,0.39730581115054026,10.30784943589642,45.04744453722113,0.5663262282435386,1.196655978804599,50,716808540,21020,0.5625,0.8504,0.6777
3000051,목상권51,CS100007,커피-음료,관광특구,목구1,11000051,목51동,가족 주거형,0.24036989261812564,14.479446313547394,27.83431758670941,0.4572135060497542,7.1990245942500115,138,542670327,5047,0.4522,0.1,0.3113
3000052,목상권52,CS100008,치킨전문점,골목상권,목구2,11000052,목52동,일반 주거·생활형,0.2748900800905765,3.7644848070361965,36.219771521566116,0.31126986790861594,0.24019703423157068,40,270788249,19927,0.3046,0.97,0.5708
3000053,목상권53,CS100009,호프-간이주점,발달상권,목구3,11000053,목53동,발달상권형,0.3082637280393651,2.0417413952535646,25.05510449865291,0.1710664990288472,6.700370461451023,68,525033385,33817,0.1628,0.1624,0.1626
3000054,목상권54,CS100010,반찬가게,전통시장,목구4,11000054,목54동,전통시장형,0.7685940373507041,10.779151860811616,54.321568967235756,0.4817221475685737,6.633242925815796,169,972874051,28800,0.477,0.1708,0.3545
3000055,목상권55,CS100000,한식음식점,관광특구,목구5,11000055,목55동,관광특구형,0.32864667920034485,8.96646825462608,45.77461643345063,0.5421367794588036,4.565099516325038,101,54280801,46470,0.538,0.4293,0.4945
3000056,목상권56,CS100001,중식음식점,골목상권,목구6,11000056,목56동,유입 집중형,0.15955913504986807,7.385664447398311,47.3364729249722,0.3874982420169461,6.310440310794012,63,954835741,4466,0.3817,0.2111,0.3135
3000057,목상권57,CS100002,일식음식점,발달상권,목구7,11000057,목57동,청년 밀집형,0.5472680618124194,31.4344828071023,46.94204316182903,0.20437720357726252,4.001356560264614,43,519696191,43847,0.1965,0.4998,0.3178
3000058,목상권58,CS100003,양식음식점,전통시장,목구8,11000058,목58동,가족 주거형,0.3242159531326512,42.506393471442856,53.254202023641085,0.4110523795116892,5.72087858550223,145,501612418,14139,0.4055,0.2848,0.3572
3000059,목상권59,CS100004,분식전문점,관광특구,목구9,11000059,목59동,일반 주거·생활형,0.5417277676272277,40.2998863955872,42.93469386814147,0.041527704983122075,1.273386097833085,37,878204718,27072,0.0318,0.8408,0.3554
3000060,목상권60,CS100005,패스트푸드점,골목상권,목구10,11000060,목60동,발달상권형,0.33311161000914336,23.97844402571546,43.06730545978438,0.4573185882922667,6.949442564108516,25,969347720,12912,0.4523,0.1312,0.3239
3000061,목상권61,CS100006,제과점,발달상권,목구11,11000061,목61동,전통시장형,0.21589849623538898,24.559011827009773,33.14249617814373,0.7785071003948852,1.1199638218488372,153,36236965,24444,0.777,0.86,0.8102
3000062,목상권62,CS100007,커피-음료,전통시장,목구12,11000062,목62동,관광특구형,0.3361962617528815,10.586003885740652,20.21716135595725,0.6507056804603915,3.3346016004538086,169,131976182,10839,0.6478,0.5831,0.6219
3000063,목상권63,CS100008,치킨전문점,관광특구,목구13,11000063,목63동,유입 집중형,0.1130154492774944,45.41064826232734,23.023985274135818,0.2804278255915512,1.8017823720171409,50,710466988,40109,0.2734,0.7748,0.474
3000064,목상권64,CS100009,호프-간이주점,골목상권,목구14,11000064,목64동,청년 밀집형,0.5596061594065265,36.60217656838611,21.58461779508301,0.4543772141338017,1.4235053811503153,193,272763096,9951,0.4493,0.822,0.5984
3000065,목상권65,CS100010,반찬가게,발달상권,목구15,11000065,목65동,가족 주거형,0.43130204798419197,49.32935280813714,24.700812982229404,0.25118957905531386,2.985321396380188,101,781040035,36236,0.2438,0.6268,0.397
3000066,목상권66,CS100000,한식음식점,전통시장,목구16,11000066,목66동,일반 주거·생활형,0.4780687458301338,48.080749576112716,35.67890845888961,0.12124145426375744,3.296631523787302,59,748782489,45594,0.1125,0.5879,0.3027
3000067,목상권67,CS100001,중식음식점,관광특구,목구17,11000067,목67동,발달상권형,0.6431587772935501,47.80629735472186,47.970067752026374,0.303747551281833,3.301620810129398,150,843948924,3620,0.297,0.5873,0.4131
3000068,목상권68,CS100002,일식음식점,골목상권,목구18,11000068,목68동,전통시장형,0.43904480100759175,46.519939314620295,34.69098477146722,0.2643752073641761,3.9660300527565893,197,27360129,15373,0.2572,0.5042,0.356
3000069,목상권69,CS100003,양식음식점,발달상권,목구19,11000069,목69동,관광특구형,0.6846715875800176,11.128369072234511,47.31189585263934,0.20651529853031875,6.906403878456976,133,597955514,45067,0.1987,0.1366,0.1739
3000070,목상권70,CS100004,분식전문점,전통시장,목구20,11000070,목70동,유입 집중형,0.6721315842936517,45.96840127461516,39.599091563470424,0.7686133642126529,1.6208979697491284,125,985785587,38820,0.767,0.7974,0.7792
3000071,목상권71,CS100005,패스트푸드점,관광특구,목구21,11000071,목71동,청년 밀집형,0.3907223700301804,24.085036707163287,58.37361876875378,0.47396280815665326,7.856903348279573,162,745112682,5726,0.4691,0.0178,0.2886
3000072,목상권72,CS100006,제과점,골목상권,목구22,11000072,목72동,가족 주거형,0.13933097569324512,33.32317269466782,54.26494288256552,0.23828981649946157,0.029151157866069255,179,276854059,32129,0.2308,0.9964,0.537
3000073,목상권73,CS100007,커피-음료,발달상권,목구23,11000073,목73동,일반 주거·생활형,0.30659733739159795,13.944447187092536,38.4325835416771,0.05883264449385002,4.466007761918507,40,196233955,35295,0.0493,0.4417,0.2063
3000074,목상권74,CS100008,치킨전문점,전통시장,목구24,11000074,목74동,발달상권형,0.45780701196407547,44.348148391068605,49.268416266447275,0.5375126053146785,0.16984050023771236,197,695597794,31321,0.5334,0.9788,0.7116
3000075,목상권75,CS100009,호프-간이주점,관광특구,목구0,11000075,목75동,전통시장형,0.26160688932532944,19.5853328154922,28.62323803944846,0.0797901748504879,0.644526705848544,125,365154322,24227,0.0705,0.9194,0.4101
3000076,목상권76,CS100010,반찬가게,골목상권,목구1,11000076,목76동,관광특구형,0.3819983283569105,1.8670709644702854,49.03118082623912,0.6464636230091643,1.5139185022693677,10,936373885,17729,0.6435,0.8107,0.7104
3000077,목상권77,CS100000,한식음식점,발달상권,목구2,11000077,목77동,유입 집중형,0.7628668462556693,24.69443066502057,36.31388875629329,0.733709744104155,6.261854670271379,78,967076647,40347,0.7318,0.2172,0.526
3000078,목상권78,CS100001,중식음식점,전통시장,목구3,11000078,목78동,청년 밀집형,0.3159310300223429,30.227391076087287,55.59552032219792,0.06313720378607321,4.739418840129831,173,954675338,24247,0.0537,0.4075,0.1952
3000079,목상권79,CS100002,일식음식점,관광특구,목구4,11000079,목79동,가족 주거형,0.2623215787103212,46.784015652133036,23.867963674926767,0.37847616645440596,4.634722213187575,179,54228505,20227,0.3726,0.4206,0.3918
3000080,목상권80,CS100003,양식음식점,골목상권,목구5,11000080,목80동,일반 주거·생활형,0.48690725740981655,1.4844111664848167,42.63777737992254,0.11595879983270596,7.910538846840095,128,377793710,42429,0.1071,0.0111,0.0687
3000081,목상권81,CS100004,분식전문점,발달상권,목구6,11000081,목81동,발달상권형,0.6840992145889739,21.14200387495503,31.523796803411265,0.7794425204193851,0.1190615312204466,31,688403911,21624,0.778,0.9851,0.8608
3000082,목상권82,CS100005,패스트푸드점,전통시장,목구7,11000082,목82동,전통시장형,0.6079513568625585,30.708389839754947,47.77039463020702,0.17982937320634407,3.8162584499709062,21,820697563,38182,0.1717,0.5229,0.3122
3000083,목상권83,CS100006,제과점,관광특구,목구8,11000083,목83동,관광특구형,0.13459243271380159,48.57561609911641,58.26574666262319,0.22427557814683557,5.503021884153963,60,43045186,13443,0.2166,0.3121,0.2548
3000084,목상권84,CS100007,커피-음료,골목상권,목구9,11000084,목84동,유입 집중형,0.2870127382401261,9.655350367421201,55.88784864450792,0.6079052271321977,3.0776308769589065,145,379614091,22983,0.6045,0.6153,0.6088
3000085,목상권85,CS100008,치킨전문점,발달상권,목구10,11000085,목85동,청년 밀집형,0.31249280402955054,32.440973962278804,25.309914160007636,0.8166428018662569,1.6396276911248675,27,17096093,26484,0.8156,0.795,0.8074
3000086,목상권86,CS100009,호프-간이주점,전통시장,목구11,11000086,목86동,가족 주거형,0.40219848402140274,3.554478510585363,52.25069157093745,0.7176982406136417,5.9562853923736965,46,773182382,27521,0.7156,0.2554,0.5315
3000087,목상권87,CS100010,반찬가게,관광특구,목구12,11000087,목87동,일반 주거·생활형,0.5795372809645185,23.537271477611952,20.67343198673505,0.8019274176405923,4.257400813679175,197,318828536,35154,0.8007,0.4678,0.6675
3000088,목상권88,CS100000,한식음식점,골목상권,목구13,11000088,목88동,발달상권형,0.1263959458830492,9.084970932079827,46.843771143301666,0.08331922213345416,5.957900858770503,20,490689256,40089,0.0741,0.2552,0.1465
3000089,목상권89,CS100001,중식음식점,발달상권,목구14,11000089,목89동,전통시장형,0.16216823038895406,24.815756060397792,28.11668254907119,0.6298241999926996,0.6951265355430136,184,302662482,26046,0.6267,0.9131,0.7413
3000090,목상권90,CS100002,일식음식점,전통시장,목구15,11000090,목90동,관광특구형,0.34762472242574355,10.186084578815734,49.14455097779386,0.43631775975992204,4.892094976481754,181,263335078,2512,0.431,0.3884,0.414
3000091,목상권91,CS100003,양식음식점,관광특구,목구16,11000091,목91동,유입 집중형,0.783301949786035,4.955933500701999,42.640898006341,0.7157469337317823,6.677595347731027,87,755397022,40186,0.7136,0.1652,0.4942
3000092,목상권92,CS100004,분식전문점,골목상권,목구17,11000092,목92동,청년 밀집형,0.07177771221027603,46.33710987633595,41.15258795373536,0.5244219206116916,2.138074976673731,109,702894377,13270,0.5201,0.7327,0.6051
3000093,목상권93,CS100005,패스트푸드점,발달상권,목구18,11000093,목93동,가족 주거형,0.25764684442346025,11.1730249513377,39.39728994173606,0.57755070569386,4.833414379170367,32,223582204,7496,0.5739,0.3958,0.5027
3000094,목상권94,CS100006,제과점,전통시장,목구19,11000094,목94동,일반 주거·생활형,0.24151674528538886,20.581151134360013,57.66457676544924,0.35536037159454115,3.4095032015150935,129,914410882,39005,0.3492,0.5738,0.439
3000095,목상권95,CS100007,커피-음료,관광특구,목구20,11000095,목95동,발달상권형,0.39615587420548637,12.638303284477661,33.61153800180449,0.7760147649781197,5.311152922570062,119,695744767,39020,0.7745,0.336,0.5991
3000096,목상권96,CS100008,치킨전문점,골목상권,목구21,11000096,목96동,전통시장형,0.3045236314657298,1.9476424704186082,33.138683915922215,0.7127781274714746,7.888178505518489,21,120764840,12798,0.7106,0.0139,0.4319
3000097,목상권97,CS100009,호프-간이주점,발달상권,목구22,11000097,목97동,관광특구형,0.49193090379438464,43.65771351018814,43.92240429688866,0.45326546560833303,2.06653459157205,121,242702719,3578,0.4482,0.7417,0.5656
3000098,목상권98,CS100010,반찬가게,전통시장,목구23,11000098,목98동,유입 집중형,0.47126742737495714,30.956664537822533,41.04850608921817,0.6550385148244763,3.333900519728185,115,520734843,7362,0.6522,0.5832,0.6246
3000099,목상권99,CS100000,한식음식점,관광특구,목구24,11000099,목99동,청년 밀집형,0.5900080116946099,44.76756106382525,23.733241884772927,0.23412457599414266,6.977661236694616,90,353752482,8873,0.2266,0.1277,0.187
3000100,목상권100,CS100001,중식음식점,골목상권,목구0,11000100,목100동,가족 주거형,0.7963461001561584,40.50599881938071,34.769112610644,0.7885008829198757,4.618261277388967,144,238169346,45094,0.7872,0.4227,0.6414
3000101,목상권101,CS100002,일식음식점,발달상권,목구1,11000101,목101동,일반 주거·생활형,0.6365884754022366,37.18241140692346,34.44233331119216,0.41791352531167447,3.3778142847899284,112,190310258,8793,0.4124,0.5777,0.4785
3000102,목상권102,CS100003,양식음식점,전통시장,목구2,11000102,목102동,발달상권형,0.3822386084281653,18.391096010375524,57.04489673060272,0.3371637402149683,0.9514770949502607,84,415730382,47759,0.3308,0.8811,0.5509
3000103,목상권103,CS100004,분식전문점,관광특구,목구3,11000103,목103동,전통시장형,0.41902177784445765,18.74528812104144,44.99018134286523,0.45615946251576067,0.40934495798495885,109,300259973,20451,0.4511,0.9488,0.6502
3000104,목상권104,CS100005,패스트푸드점,골목상권,목구4,11000104,목104동,관광특구형,0.19457046380474666,6.817481850870386,52.26791954819474,0.3152840862873133,5.156277355604527,168,870525454,25116,0.3087,0.3554,0.3274
3000105,목상권105,CS100006,제과점,발달상권,목구5,11000105,목105동,유입 집중형,0.3279092231595934,20.05612142810659,21.979477938100512,0.18874252903630412,5.996582584889642,179,589638950,31763,0.1807,0.2503,0.2085
3000106,목상권106,CS100007,커피-음료,전통시장,목구6,11000106,목106동,청년 밀집형,0.9161589107776866,20.771937657284678,29.907248288513237,0.3052228507018485,2.1715280675180626,85,55471091,14221,0.2985,0.7285,0.4705
3000107,목상권107,CS100008,치킨전문점,관광특구,목구7,11000107,목107동,가족 주거형,0.11778882196340383,14.09646496569188,43.38016823574115,0.013696160173001884,2.1939374315876687,55,190774280,29708,0.0037,0.7257,0.2925
3000108,목상권108,CS100009,호프-간이주점,골목상권,목구8,11000108,목108동,일반 주거·생활형,0.17333819538099166,43.02104174049457,32.52400627794556,0.11355703397425021,5.9311506281275275,45,40366314,6842,0.1047,0.2585,0.1662
3000109,목상권109,CS100010,반찬가게,발달상권,목구9,11000109,목109동,발달상권형,0.34089869207634815,45.74351439738137,30.977449012967988,0.21580313690337735,7.906851682039187,192,200310875,20840,0.2081,0.0115,0.1295
3000110,목상권110,CS100000,한식음식점,전통시장,목구10,11000110,목110동,전통시장형,0.753150138618084,33.563477297467436,20.730077864696838,0.6325039906067957,3.3713494216337168,32,751748834,20816,0.6294,0.5785,0.609
3000111,목상권111,CS100001,중식음식점,관광특구,목구11,11000111,목111동,관광특구형,0.16423381567143036,9.775011659766347,41.97955766763373,0.17612071236379534,3.885568371784397,114,551646424,17774,0.1679,0.5143,0.3065
3000112,목상권112,CS100002,일식음식점,골목상권,목구12,11000112,목112동,유입 집중형,0.5473946646526474,24.087236837090565,23.216729976905057,0.1128263168178824,4.800937274687495,95,697830721,29177,0.1039,0.3998,0.2223
3000113,목상권113,CS100003,양식음식점,발달상권,목구13,11000113,목113동,청년 밀집형,0.2500615290099216,19.189825150033844,22.545795227313103,0.4530458832174641,6.873808429537505,142,327593281,6871,0.448,0.1407,0.3251
3000114,목상권114,CS100004,분식전문점,전통시장,목구14,11000114,목114동,가족 주거형,0.23466381963987032,16.888910879223236,44.255978665490716,0.4072661519096688,3.834607626384007,84,230569697,16616,0.4017,0.5206,0.4493
3000115,목상권115,CS100005,패스트푸드점,관광특구,목구15,11000115,목115동,일반 주거·생활형,0.24415032686469987,22.425204744272396,23.81084445554313,0.8578121687051034,4.037305525517998,139,608389468,17485,0.8572,0.4953,0.7124
3000116,목상권116,CS100006,제과점,골목상권,목구16,11000116,목116동,발달상권형,0.6298511776322541,27.418929270576204,43.313013822126926,0.6964264824011982,6.554716759165432,83,57027933,6795,0.6941,0.1806,0.4887
3000117,목상권117,CS100007,커피-음료,발달상권,목구17,11000117,목117동,전통시장형,0.34758445910301367,14.57780975683249,24.999791594380344,0.8505007824847314,3.089921153844835,42,358573253,23894,0.8498,0.6137,0.7554
3000118,목상권118,CS100008,치킨전문점,전통시장,목구18,11000118,목118동,관광특구형,0.1808792973951878,21.163662771019737,37.27712189143941,0.19486566201818756,2.524084506059424,133,322960202,29470,0.1869,0.6845,0.3859
3000119,목상권119,CS100009,호프-간이주점,관광특구,목구19,11000119,목119동,유입 집중형,0.25593459214706904,26.76974187064532,29.43299336526473,0.8231634662454768,2.173397785525535,176,271754932,33248,0.8222,0.7283,0.7846
3000120,목상권120,CS100010,반찬가게,골목상권,목구20,11000120,목120동,청년 밀집형,0.22608298417942757,17.259342687925816,57.30114289766641,0.5943033797974512,4.1151229820011395,136,16869539,39308,0.5908,0.4856,0.5487
3000121,목상권121,CS100000,한식음식점,발달상권,목구21,11000121,목121동,가족 주거형,0.1352760939784809,17.08820960150995,31.40024790277199,0.30245779393394656,6.1702218369861255,151,886186951,24440,0.2957,0.2286,0.2689
3000122,목상권122,CS100001,중식음식점,전통시장,목구22,11000122,목122동,일반 주거·생활형,0.6071171784396653,48.567548002441825,38.29370842781888,0.4910732620530865,3.986989833042366,187,760907441,9380,0.4864,0.5016,0.4925
3000123,목상권123,CS100002,일식음식점,관광특구,목구23,11000123,목123동,발달상권형,0.7310289519340084,39.38960848738018,22.324782409031894,0.49556692347202913,1.9300178128422596,56,172737516,38700,0.491,0.7587,0.5981
